Last,First,Team,RateAssist,RateCDefence,RateClearing,RateCoincidentalMinor,RateCRank,RateCShotPct,RateCShotPlus,RateFaceoff,RateFight,RateForechecking,RateGameFatigue,RateGameMisconduct,RateGRank,RateGrossMisconduct,RateHiddenGoalScored,RateHiddenSaveClear,RateHiddenSaveFaceoff,RateHiddenSaveRebound,RateHiddenShotDefender,RateHiddenShotDeflected,RateHiddenShotOnGoal,RateHiddenShotWide,RateInactive,RateInjuryFactor,RateIntimidation,RateLDDefence,RateLDRank,RateLDShotPct,RateLDShotPlus,RateLWDefense,RateLWRank,RateLWShotPct,RateLWShotPlus,RateMajor,RateMatch,RateMinor,RateMisconduct,RatePassing,RatePenaltyKilling,RatePhysical,RatePosition,RateRDDefence,RateRDRank,RankRDShotPct,RateRDShotPlus,RateRock,RateRookie,RateRwDefence,RateRWRank,RateRWShotPct,RateRWShotPlus,RateSDefence,RateShiftFatigue,RateShotBlocking,RateSkating,RateSpeed,RateSShotPct,RateSShotPlus,RealAssists,RealBlockedShots,RealCornersLost,RealCornersWon,RealCurrentPointStreak,RealEmptyNetGoals,RealFaceoffsLost,RealFaceoffsWon,RealFightsLost,RealFightsTied,RealFightsWon,RealGAA,RealGamesPlayed,RealGameTyingGoals,RealGameWinningGoals,RealGoals,RealGoalsAgainst,RealHits,RealLongestPointStreak,RealLosses,RealMinutes,RealPassesCompleted,RealPassesIncomplete,RealPenaltyMinutes,RealPlusMinus,RealPoints,RealPowerplayGoals,RealSavePct,RealSaves,RealShorthandedGoals,RealShotsOnGoal,RealShutouts,RealTies,RealWins,SimAssists,SimAssistsLastGame,SimBlockedShots,SimCoincidentalMinors,SimCornersLost,SimCornersWon,SimCurrentPointStreak,SimDaysInjured,SimEmptyNetGoals,SimFaceoffsLost,SimFaceoffsWon,SimFights,SimFightsLost,SimFightsTied,SimFightsWon,SimGAA,SimGameMisconducts,SimGamesPlayed,SimGameTyingGoals,SimGameWinningGoals,SimGoals,SimGoalsAgainst,SimGoalsLastGame,SimGrossMisconducts,SimHits,SimLongestPointStreak,SimLosses,SimMajors,SimMatches,SimMinors,SimMinutes,SimMisconducts,SimPassesCompleted,SimPassesIncomplete,SimPenaltiesInMinutes,SimPlusMinus,SimPoints,SimPowerPlayGoals,SimSavePct,SimSaves,SimShorthandedGoals,SimShotsOnGoal,SimShutouts,SimTies,SimWins,Unused1,Unused2,Unused3,Unused4,Unused5,Unused6
Russell,Kris,EDM,33,0,2,0,,0,0,0,0,0,930,0,,0,86,3,0,10,23,15,55,6,0,51,1,2,1,12,70,0,,0,0,0,0,1,0,2,0,3,LD,0,,0,0,0,N,0,,0,0,0,120,2,2,2,12,70,7,68,0,0,0,0,0,0,0,0,0,0,31,0,1,2,0,33,0,0,479,0,0,4,7,9,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Yandle,Keith,PHI,178,0,1,1,,0,0,0,0,0,840,0,,0,86,3,0,10,0,0,192,0,0,5,1,1,1,2,6,0,,0,0,0,0,1,0,3,0,1,LD,0,,0,0,0,N,0,,0,0,0,120,0,2,2,2,6,18,40,0,0,0,0,0,0,0,0,0,0,77,0,0,1,0,29,0,0,1076,0,0,14,-47,19,1,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Helm,Darren,COL,21,4,0,0,2,15,24,2,0,5,630,0,,0,86,3,0,10,22,9,60,8,0,14,3,0,,0,0,4,1,15,24,0,0,1,0,3,1,3,LW,0,,0,0,0,N,4,3,15,24,0,90,0,4,3,15,24,8,27,0,0,0,0,130,103,0,0,0,0,68,0,1,7,0,114,0,0,717,0,0,14,-5,15,0,0,0,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Reaves,Ryan,NYR,15,0,0,1,,0,0,0,4,4,645,0,,0,86,3,0,10,35,21,25,18,0,13,5,0,,0,0,0,,0,0,0,0,2,0,2,0,5,RW,0,,0,0,0,N,2,1,23,50,0,90,0,2,1,23,23,8,16,0,0,0,0,5,5,0,3,0,0,69,0,0,5,0,279,0,0,735,0,0,43,-13,13,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Stralman,Anton,ARI,25,0,3,0,,0,0,0,0,0,1275,0,,0,86,3,0,10,24,18,43,14,0,8,3,0,,0,0,0,,0,0,0,0,1,0,3,0,3,RD,3,1,17,99,0,N,0,,0,0,0,120,0,3,2,17,99,15,100,0,0,0,0,0,0,0,0,0,0,74,0,1,8,0,99,0,0,1579,0,0,12,-16,23,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Hornqvist,Patric,FLA,37,0,0,3,,0,0,0,2,4,765,0,,0,86,3,0,10,15,4,80,0,0,17,4,0,,0,0,0,,0,0,0,0,1,0,3,0,3,RW,0,,0,0,1,N,3,1,13,22,0,90,0,2,2,13,13,17,23,0,0,0,0,13,8,0,1,0,0,65,0,0,11,0,112,0,0,825,0,0,19,-5,28,3,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Greene,Andy,NYI,2,0,2,0,,0,0,0,0,0,1050,0,,0,86,3,0,10,31,20,28,20,0,13,1,3,1,8,6,0,,0,0,0,0,1,0,2,0,2,LD,3,2,8,1,0,N,0,,0,0,0,120,2,3,2,8,6,8,126,0,0,0,0,0,0,0,0,0,0,69,0,0,2,0,39,0,0,1201,0,0,10,-13,10,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Marchand,Brad,BOS,999,0,0,5,,0,0,0,1,5,1155,0,,0,86,3,0,10,0,0,255,0,0,12,3,0,,0,0,4,1,26,54,0,2,3,160,5,1,3,LW,0,,0,0,0,N,0,,0,0,0,90,0,4,5,26,54,48,20,0,0,0,0,27,14,0,1,0,0,70,0,6,32,0,78,0,0,1348,0,0,97,16,80,7,0,0,2,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
N.Foligno,Nick,BOS,43,0,0,5,,0,0,1,15,4,750,0,,0,86,3,0,10,21,12,62,4,0,18,5,0,,0,0,3,1,4,6,0,0,2,0,3,0,5,LW,0,,0,0,0,N,3,2,4,6,0,90,0,2,2,4,6,11,31,0,0,0,0,17,22,0,5,0,0,64,0,0,2,0,164,0,0,798,0,0,61,-13,13,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
E.Johnson,Erik,COL,27,0,5,0,,0,0,0,0,0,1035,0,,0,86,3,0,10,19,9,62,9,0,5,4,0,,0,0,0,,0,0,0,0,2,0,3,0,5,RD,4,1,12,18,0,N,0,,0,0,0,120,2,4,2,12,18,17,136,0,0,0,0,0,0,0,0,0,0,77,0,1,8,0,165,0,0,1330,0,0,24,22,25,0,0,0,1,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Okposo,Kyle,BUF,72,0,0,1,,0,0,1,1,3,1005,0,,0,86,3,0,10,14,8,75,2,0,8,2,0,,0,0,0,,0,0,0,0,1,0,4,0,2,RW,0,,0,0,0,N,3,1,24,62,0,90,0,3,3,24,24,24,19,0,0,0,0,93,92,0,1,0,0,74,0,1,21,0,59,0,0,1241,0,0,43,-15,45,8,0,0,2,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Lewis,Trevor,CGY,14,0,0,0,,0,0,1,0,5,765,0,,0,86,3,0,10,21,13,60,5,0,2,3,0,,0,0,0,,0,0,0,0,1,0,3,1,4,RW,0,,0,0,0,N,3,1,11,21,0,90,0,2,3,11,11,10,40,0,0,0,0,105,77,0,0,0,0,80,0,1,6,0,176,0,0,1027,0,0,12,-1,16,0,0,0,1,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Lucic,Milan,CGY,17,0,0,1,,0,0,1,15,3,735,51,,0,86,3,0,10,22,12,56,9,0,0,5,0,,0,0,2,1,21,71,1,0,1,32,2,0,5,LW,0,,0,0,0,N,0,,0,0,0,90,0,1,1,21,71,11,22,0,0,0,0,15,19,0,7,0,0,82,0,0,10,0,209,0,0,1005,0,0,84,-9,21,2,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Clutterbuck,Cal,NYI,30,0,0,2,,0,0,0,0,5,840,0,,0,86,3,0,10,20,11,61,7,0,23,5,0,,0,0,0,,0,0,0,0,1,0,2,1,5,RW,0,,0,0,0,N,3,1,16,32,0,90,0,2,3,16,16,9,23,0,0,0,0,4,11,0,0,0,0,59,0,1,6,0,229,0,0,828,0,0,10,-6,15,0,0,0,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Petry,Jeff,MTL,55,0,3,0,,0,0,0,0,0,1320,0,,0,86,3,0,10,17,11,65,6,0,14,4,0,,0,0,0,,0,0,0,0,2,0,3,0,4,RD,3,1,10,20,0,N,0,,0,0,0,120,1,4,3,10,20,21,117,0,0,0,0,0,0,0,0,0,0,68,0,1,6,0,140,0,0,1504,0,0,36,-11,27,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Giroux,Claude,PHI,38,3,0,1,1,23,52,5,0,2,1155,0,,0,86,3,0,10,15,10,69,5,0,25,2,0,,0,0,3,2,23,52,0,0,1,0,5,0,2,C,0,,0,0,0,N,3,3,23,52,0,90,0,4,3,23,52,24,15,0,0,0,0,377,587,0,0,0,0,57,0,0,18,0,48,0,0,1096,0,0,20,-12,42,3,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Giroux,Claude,FLA,999,3,0,0,1,12,12,5,0,2,1110,0,,0,86,3,0,10,0,0,169,0,0,64,2,0,,0,0,3,2,12,12,0,0,2,0,5,0,2,C,0,,0,0,0,N,3,3,12,12,0,90,0,4,3,12,12,20,1,0,0,0,0,106,146,0,0,0,0,18,0,0,3,0,20,0,0,333,0,0,6,7,23,2,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
J.Staal,Jordan,CAR,30,5,0,1,1,23,43,5,0,5,1005,0,,0,86,3,0,10,22,10,59,8,0,4,5,0,,0,0,0,,0,0,0,0,1,0,3,1,5,C,0,,0,0,0,N,0,,0,0,0,90,0,3,4,23,43,19,29,0,0,0,0,549,736,0,0,0,0,78,0,2,17,0,212,0,0,1297,0,0,18,11,36,1,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Brassard,Derick,PHI,132,2,0,1,1,26,48,3,0,3,855,0,,0,86,3,0,10,18,11,64,6,0,51,2,0,,0,0,2,2,26,48,0,0,1,0,3,0,3,C,0,,0,0,0,N,0,,0,0,0,90,0,3,3,26,48,10,4,0,0,0,0,150,158,0,0,0,0,31,0,0,6,0,61,0,0,445,0,0,10,6,16,1,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Brassard,Derick,EDM,2,2,0,0,1,25,62,1,0,3,585,0,,0,86,3,0,10,26,14,50,9,0,67,2,0,,0,0,2,2,25,62,0,0,4,0,3,0,3,C,0,,0,0,0,N,0,,0,0,0,90,0,3,3,25,62,1,2,0,0,0,0,11,11,0,0,0,0,15,0,1,2,0,21,0,0,148,0,0,6,-2,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Kessel,Phil,ARI,999,0,0,1,,0,0,0,0,2,1005,0,,0,86,3,0,10,0,0,237,0,0,0,1,0,,0,0,0,,0,0,0,0,1,136,4,0,1,RW,0,,0,0,0,N,1,1,9,17,0,90,0,3,4,9,9,44,21,0,0,0,0,8,4,0,0,0,0,82,0,0,8,0,6,0,0,1368,0,0,40,-24,52,2,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Backstrom,Nicklas,WSH,223,2,0,1,1,18,44,2,0,2,1050,0,,0,86,3,0,10,26,14,50,9,0,35,1,0,,0,0,0,,0,0,0,0,1,0,5,0,1,C,0,,0,0,0,N,0,,0,0,0,90,0,4,3,18,44,25,16,0,0,0,0,348,301,0,0,0,0,47,0,1,6,0,16,0,0,822,0,0,12,-8,31,1,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
J.Toews,Jonathan,CHI,33,4,0,2,1,19,38,5,1,3,1050,0,,0,86,3,0,10,39,12,30,18,0,11,1,0,,0,0,0,,0,0,0,0,1,0,4,0,1,C,0,,0,0,0,N,0,,0,0,0,90,0,4,3,19,38,25,22,0,0,0,0,548,788,0,1,0,0,71,0,2,12,0,25,0,0,1241,0,0,39,-14,37,4,0,0,1,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Perreault,Mathieu,MTL,223,2,0,0,2,30,44,2,0,2,675,0,,0,86,3,0,10,21,10,59,9,0,57,2,0,,0,0,2,1,30,44,0,0,1,0,3,0,2,LW,0,,0,0,0,N,2,3,30,44,0,90,0,3,4,30,44,5,11,0,0,0,0,35,36,0,0,0,0,25,0,0,4,0,35,0,0,281,0,0,4,2,9,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Killorn,Alex,TBL,61,0,0,4,,0,0,0,0,5,1125,0,,0,86,3,0,10,28,13,44,14,0,0,2,0,,0,0,3,1,30,61,0,0,5,0,3,1,3,LW,0,,0,0,0,N,3,2,30,61,0,90,0,3,4,30,61,34,26,0,0,0,0,10,2,0,0,0,0,82,0,2,25,0,88,0,0,1533,0,0,66,1,59,6,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Ja.Benn,Jamie,DAL,66,3,0,2,1,20,29,4,2,4,1005,0,,0,86,3,0,10,25,12,53,9,0,0,4,0,,0,0,3,2,20,29,0,0,2,25,4,0,4,C,0,,0,0,1,N,0,,0,0,0,90,1,4,3,20,29,28,60,0,0,0,0,399,492,0,4,0,0,82,0,2,18,0,143,0,0,1373,0,0,88,-13,46,3,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Bonino,Nick,SJS,2,4,0,1,1,23,58,3,0,3,1005,0,,0,86,3,0,10,29,10,49,11,0,2,2,0,,0,0,4,2,23,58,0,0,1,0,3,0,1,C,0,,0,0,0,N,0,,0,0,0,90,2,3,2,23,58,10,102,0,0,0,0,450,475,0,0,0,0,80,0,0,16,0,34,0,0,1336,0,0,18,-25,26,3,0,0,1,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Cole,Ian,CAR,42,0,3,1,,0,0,0,1,0,1035,788,,0,86,3,0,10,27,17,42,13,0,7,4,3,1,5,6,0,,0,0,2,0,10,0,3,0,4,LD,3,2,5,6,0,N,0,,0,0,0,120,1,2,2,5,6,17,104,0,0,0,0,0,0,0,2,0,0,75,0,1,2,0,110,0,0,1286,0,0,83,15,19,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Braun,Justin,PHI,23,0,3,2,,0,0,0,0,0,1200,0,,0,86,3,0,10,27,20,38,14,0,21,3,0,,0,0,0,,0,0,0,0,1,0,3,0,3,RD,4,1,15,83,0,N,0,,0,0,0,120,1,3,2,15,83,11,114,0,0,0,0,0,0,0,0,0,0,61,0,0,5,0,79,0,0,1222,0,0,36,3,16,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Braun,Justin,NYR,18,0,3,0,,0,0,0,0,0,960,0,,0,86,3,0,10,27,21,37,14,0,74,3,0,,0,0,0,,0,0,0,0,0,0,3,0,3,RD,4,1,33,99,0,N,0,,0,0,0,120,1,3,2,33,99,1,7,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,8,0,0,127,0,0,0,-1,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Shattenkirk,Kevin,ANA,55,0,2,0,,0,0,0,0,0,1290,0,,0,86,3,0,10,13,7,79,0,0,0,1,0,,0,0,0,,0,0,0,0,1,0,4,0,2,RD,2,1,10,32,0,N,0,,0,0,0,120,1,3,3,10,32,27,135,0,0,0,0,1,0,0,0,0,0,82,0,1,8,0,73,0,0,1756,0,0,36,-9,35,1,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Maroon,Pat,TBL,30,0,0,5,,0,0,1,48,4,750,0,,0,86,3,0,10,30,12,44,13,0,1,4,0,,0,0,4,1,22,46,0,0,1,636,3,0,4,LW,0,,0,0,0,N,0,,0,0,0,90,0,2,2,22,46,16,11,0,0,0,0,15,15,0,10,0,0,81,0,0,11,0,160,0,0,1004,0,0,134,20,27,3,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
J.van Riemsdyk,James,PHI,9,0,0,1,,0,0,0,1,2,960,0,,0,86,3,0,10,25,12,51,11,0,0,1,0,,0,0,1,1,26,43,0,0,1,0,3,0,1,LW,0,,0,0,1,N,1,2,26,43,0,90,0,2,2,26,43,14,25,0,0,0,0,14,10,0,1,0,0,82,0,4,24,0,34,0,0,1321,0,0,25,-33,38,9,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Byron,Paul,MTL,24,0,0,0,,0,0,2,0,4,750,0,,0,86,3,0,10,25,14,50,10,0,55,2,0,,0,0,3,1,24,43,0,0,1,0,2,0,4,LW,0,,0,0,0,N,3,2,24,43,0,90,0,3,4,24,43,3,7,0,0,0,0,36,33,0,0,0,0,27,0,2,4,0,66,0,0,340,0,0,2,-8,7,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Gagner,Sam,DET,150,0,0,2,,0,0,2,0,2,810,0,,0,86,3,0,10,0,0,102,0,0,1,1,0,,0,0,0,,0,0,0,0,1,0,3,1,1,RW,0,,0,0,0,N,3,1,20,39,0,90,0,2,3,20,20,18,25,0,0,0,0,162,142,0,0,0,0,81,0,0,13,0,21,0,0,1103,0,0,32,-4,31,0,0,0,1,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Couture,Logan,SJS,422,4,0,0,1,23,48,3,0,4,1140,0,,0,86,3,0,10,0,0,125,0,0,5,2,0,,0,0,0,,0,0,0,0,1,0,5,1,3,C,0,,0,0,0,N,0,,0,0,0,90,0,5,4,23,48,33,58,0,0,0,0,654,621,0,0,0,0,77,0,3,23,0,92,0,0,1458,0,0,18,-11,56,5,0,0,2,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Subban,P.K.,NJD,42,0,3,3,,0,0,0,1,0,1095,0,,0,86,3,0,10,20,9,62,8,0,5,2,0,,0,0,0,,0,0,0,0,1,999,3,0,3,RD,2,1,9,62,0,N,0,,0,0,0,120,0,3,3,9,62,17,90,0,0,0,0,0,0,0,2,0,0,77,0,1,5,0,69,0,0,1409,0,0,82,-8,22,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Nash,Riley,ARI,29,3,0,0,1,0,0,3,0,3,780,0,,0,86,3,0,10,34,21,28,16,0,58,1,0,,0,0,0,,0,0,0,0,1,0,2,0,3,C,0,,0,0,0,N,0,,0,0,0,90,0,2,3,0,0,4,9,0,0,0,0,139,149,0,0,0,0,24,0,0,0,0,25,0,0,314,0,0,4,-3,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Nash,Riley,WPG,0,3,0,0,1,0,0,2,0,3,525,0,,0,86,3,0,10,39,25,14,21,0,67,1,0,,0,0,0,,0,0,0,0,3,0,2,0,3,C,0,,0,0,0,N,0,,0,0,0,90,0,2,3,0,0,0,5,0,0,0,0,18,21,0,0,0,0,15,0,0,0,0,11,0,0,132,0,0,4,-1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Nash,Riley,TBL,0,3,0,0,1,0,0,4,0,3,690,0,,0,86,3,0,10,30,16,39,14,0,72,1,0,,0,0,0,,0,0,0,0,1,0,2,0,3,C,0,,0,0,0,N,0,,0,0,0,90,0,2,3,0,0,0,3,0,0,0,0,33,37,0,0,0,0,10,0,0,0,0,10,0,0,114,0,0,2,-1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Turris,Kyle,EDM,37,0,0,0,,0,0,2,0,1,510,0,,0,86,3,0,10,19,11,62,7,0,59,1,0,,0,0,0,,0,0,0,0,1,0,2,0,2,RW,0,,0,0,0,N,1,1,10,16,0,90,0,3,3,10,10,3,6,0,0,0,0,22,28,0,0,0,0,23,0,0,1,0,13,0,0,198,0,0,4,-5,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
B.Smith,Brendan,CAR,3,0,3,5,,0,0,0,6,0,840,0,,0,86,3,0,10,24,12,54,9,0,37,3,3,1,13,75,0,,0,0,0,0,7,0,2,0,4,LD,0,,0,0,0,N,0,,0,0,0,120,0,3,3,13,75,4,40,0,0,0,0,0,0,0,2,0,0,45,0,1,4,0,73,0,0,626,0,0,36,6,8,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Sceviour,Colton,EDM,5,3,0,1,2,11,18,2,10,4,570,0,,0,86,3,0,10,27,10,53,9,0,47,2,0,,0,0,0,,0,0,0,0,1,999,2,0,4,RW,0,,0,0,0,N,3,1,11,18,0,90,2,3,3,11,18,3,20,0,0,0,0,33,29,0,2,0,0,35,0,0,2,0,41,0,0,332,0,0,26,-6,5,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
Perron,David,STL,83,0,0,1,,0,0,0,0,3,1020,0,,0,86,3,0,10,18,13,63,5,0,15,2,0,,0,0,0,,0,0,0,0,2,78,4,0,3,RW,0,,0,0,0,N,3,1,31,65,0,90,0,3,4,31,31,30,11,0,0,0,0,3,1,0,0,0,0,67,0,2,27,0,80,0,0,1138,0,0,48,8,57,11,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,
