Player,Age,Tm,Pos,GP,G,A,PTS,PlusMin,PIM,PS,G-EV,G-PP,G-SH,G-GW,A-EV,A-PP,A-SH,SOG,ShotPerc,TOI,ATOI,BLK,HIT,FOW,FOL,FOPerc,UID,season,CorsiFor,CorsiAgainst,CorsiForPerc,CorsiForPercRel,FenwickF,FenwickA,FenwickPerc,FenwickPercRel,TeamOnIceShootPerc,TeamOnIceSavePerc,ShootPercPlusSavePerc,OZoneStartPerc,DZoneStartPerc,ATOIEV,TakeAways,GiveAways,EPlusMin,ShotAttempts,ShotThruPerc,GoalsCreated,GPerGame,APerGame,PtsPerGame,GoalsCreatedPerGame,SOGPerGameAdjusted,GAdjusted,AAdjusted,PtsAdjusted,GCAdjusted,TotGF,TotPPGF,TotGA,TotPPGA,XGF,XGA,XPlusMin,OPS,DPS,TotPS,ShootoutMiss,ShiftLength,CorsiForRelES,GFPer60,GAPer60,ATOIPP,PPCorsiPercRel,PPGFPer60,PPGAPer60,ATOISH,CorsiForRelSH,SHFPPer60,SHGAPer60
Jake Bean,22,CAR,D,42,1,11,12,-2,10,1.8,0,1,0,0,7,4,0,55,1.8,611,14:32,21,17,0,0,,beanja01,20-21,477,420,53.2,-1.4,361,329,52.3,-1.8,6.3,91.8,98.1,55.9,44.1,13:19,11,18,4.7,116.0,47.4,3,0.02,0.26,0.29,0.08,1.31,2,16,18,5,22,5,19,0,24.2,19.5,4.7,0.6,1.2,1.8,,0:48,-1.4,1.8,2.0,0:55,-15.4,7.7,0.0,0:17,0.0,0.0,0.0
Ethan Bear,23,EDM,D,43,2,6,8,-1,14,1.7,2,0,0,1,6,0,0,53,3.8,772,17:58,55,31,0,0,,bearet01,20-21,519,538,49.1,0.1,384,393,49.4,0.4,9.6,90.5,100.0,51.3,48.7,15:36,13,41,5.4,100.0,53.0,3,0.05,0.14,0.19,0.06,1.23,3,9,12,4,30,1,39,11,29.2,23.8,5.4,0.1,1.6,1.7,,0:44,0.1,2.5,2.5,0:31,4.8,2.6,0.0,1:48,1.1,0.8,8.5
Nicolas Beaudin,21,CHI,D,19,2,4,6,1,2,1.2,2,0,0,0,3,1,0,7,28.6,262,13:47,21,14,0,0,,beaudni01,20-21,155,245,38.8,-5.9,113,182,38.3,-6.1,14.1,92.8,106.9,56.1,43.9,12:30,4,19,-3.4,22.0,31.8,2,0.11,0.21,0.32,0.11,0.37,3,6,9,3,17,5,11,0,8.0,11.3,-3.4,0.5,0.6,1.2,,0:43,-5.9,3.0,2.5,1:10,11.5,12.6,2.5,0:00,-12.3,0.0,0.0
Nathan Beaulieu,28,WPG,D,25,0,1,1,-5,20,0.1,0,0,0,0,1,0,0,26,0.0,418,16:44,30,39,0,0,,beaulna01,20-21,291,352,45.3,-3.4,226,276,45.0,-3.2,9.1,89.9,99.0,50.3,49.7,14:52,3,23,-8.1,52.0,50.0,0,0.0,0.04,0.04,0.01,1.04,0,1,1,0,15,0,26,6,10.7,18.8,-8.1,-0.4,0.5,0.1,,0:44,-3.4,2.4,3.2,0:04,15.0,0.0,0.0,1:43,2.7,0.0,8.7
Anthony Beauvillier,23,NYI,LW,47,15,13,28,15,12,4.0,12,3,0,5,12,1,0,109,13.8,771,16:24,13,39,2,5,28.6,beauvan01,20-21,517,582,47.0,-1.8,384,440,46.6,-3.5,11.9,93.7,105.5,47.5,52.5,14:09,15,27,5.9,174.0,62.6,12,0.32,0.28,0.6,0.25,2.32,23,19,42,18,41,7,20,0,27.8,22.0,5.9,2.4,1.6,4.0,3.0,0:39,-1.8,3.1,1.8,1:48,3.4,4.8,0.0,0:24,-2.3,0.0,0.0
Pierre-Édouard Bellemare,35,COL,LW,53,9,2,11,6,21,1.2,9,0,0,0,2,0,0,60,15.0,600,11:20,36,26,260,168,60.7,bellepi01,20-21,425,349,54.9,-4.4,299,249,54.6,-4.5,7.3,93.8,101.2,40.6,59.4,9:05,17,11,5.7,101.0,59.4,5,0.17,0.04,0.21,0.1,1.13,14,3,17,8,17,0,25,14,17.8,12.1,5.7,0.3,0.9,1.2,,0:41,-4.4,2.0,1.4,0:04,-31.7,0.0,0.0,2:08,-2.9,0.5,7.4
Kieffer Bellows,22,NYI,LW,14,3,0,3,0,4,0.4,3,0,0,1,0,0,0,19,15.8,154,11:01,5,36,2,2,50.0,belloki01,20-21,123,119,50.8,2.3,87,90,49.2,-1.7,7.8,93.1,100.9,56.7,43.3,10:16,2,2,-0.5,36.0,52.8,2,0.21,0.0,0.21,0.12,1.36,5,0,5,3,5,0,5,0,5.2,5.7,-0.5,0.2,0.2,0.4,,0:29,2.3,2.1,2.1,0:45,9.0,0.0,0.0,0:00,,,
Louis Belpedio,24,MIN,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,14,13:58,1,3,0,0,,belpelo01,20-21,6,17,26.1,-29.1,6,14,30.0,-23.1,0.0,88.9,88.9,40.0,60.0,11:49,0,0,-0.6,3.0,66.7,0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,2,1,0.3,0.9,-0.6,0.0,-0.1,-0.1,,0:43,-29.1,0.0,5.1,0:01,,0.0,0.0,2:08,0.0,0.0,28.1
Alex Belzile,29,MTL,F,2,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,3,0.0,21,10:39,0,2,4,1,80.0,belzial01,20-21,22,17,56.4,3.3,16,14,53.3,3.8,12.5,77.8,90.3,66.7,33.3,9:60,1,1,0.0,6.0,50.0,0,0.0,0.5,0.5,0.14,1.5,0,1,1,0,1,0,2,0,0.5,0.5,0.0,0.0,0.0,0.0,,0:29,3.3,3.0,6.0,0:39,0.0,0.0,0.0,0:00,,,
Emil Bemström,21,CBJ,C,20,3,2,5,2,0,0.5,2,1,0,0,2,0,0,28,10.7,257,12:51,8,15,0,0,,bemstem01,20-21,205,199,50.7,4.6,151,146,50.8,3.4,6.6,95.2,101.8,46.9,53.1,11:55,2,5,1.6,54.0,51.9,2,0.15,0.1,0.25,0.11,1.4,5,3,8,4,9,2,5,0,8.2,6.5,1.6,0.1,0.4,0.5,,0:40,4.6,1.8,1.3,0:55,6.7,6.5,0.0,0:00,-18.1,0.0,0.0
Jamie Benn,31,DAL,LW,52,11,24,35,13,33,3.8,8,3,0,2,18,6,0,124,8.9,925,17:47,27,73,268,210,56.1,bennja01,20-21,732,621,54.1,1.6,540,463,53.8,1.7,9.6,92.5,102.0,57.8,42.2,14:41,18,36,6.9,209.0,59.3,12,0.21,0.46,0.67,0.24,2.38,17,36,53,19,55,18,25,1,29.4,22.6,6.9,2.2,1.6,3.8,2.0,0:53,1.6,2.9,1.8,2:35,1.4,8.0,0.4,0:30,0.2,0.0,2.3
Jordie Benn,33,TOT,D,39,1,9,10,7,9,2.3,1,0,0,0,9,0,0,45,2.2,575,14:45,51,19,0,0,,bennjo01,20-21,417,481,46.4,-1.8,319,367,46.5,-2.4,11.6,91.5,103.1,50.9,49.1,13:23,5,19,-2.7,,,3,0.03,0.23,0.26,0.08,1.15,2,13,15,5,28,0,26,3,20.8,23.5,-2.7,0.5,1.8,2.3,,0:44,-2.2,2.8,2.7,0:00,,0.0,0.0,1:22,4.6,1.2,3.7
Sam Bennett,24,TOT,C,48,10,17,27,-2,52,2.6,9,1,0,4,15,2,0,106,9.4,692,14:25,18,108,124,137,47.5,bennesa01,20-21,566,456,55.4,1.9,433,350,55.3,2.6,9.7,88.2,98.0,60.7,39.3,12:14,16,27,6.1,,,10,0.21,0.35,0.56,0.21,2.21,15,25,40,15,37,6,34,2,26.7,20.6,6.1,1.9,0.7,2.6,,0:46,0.4,2.2,3.9,1:13,-4.6,2.6,0.0,0:57,-4.2,0.0,4.2
Matt Benning,26,NSH,D,53,1,3,4,-1,30,1.3,1,0,0,0,2,0,1,43,2.3,865,16:20,53,55,0,0,,bennima01,20-21,593,644,47.9,-2.5,453,476,48.8,-2.4,7.4,93.0,100.3,34.5,65.5,14:17,3,28,-2.0,97.0,44.3,1,0.02,0.06,0.08,0.03,0.81,2,4,6,2,25,0,41,15,26.6,28.5,-2.0,-0.5,1.8,1.3,,0:41,-2.5,1.9,2.1,0:01,12.0,0.0,0.0,2:01,-0.5,0.6,8.4
Simon Benoit,22,ANA,D,6,0,0,0,-3,2,-0.1,0,0,0,0,0,0,0,3,0.0,103,17:12,9,20,0,0,,benoisi01,20-21,85,72,54.1,1.4,64,53,54.7,3.3,4.3,87.2,91.5,32.1,67.9,15:31,0,1,-0.3,8.0,37.5,0,0.0,0.0,0.0,0.0,0.5,0,0,0,0,2,0,6,1,2.8,3.2,-0.3,-0.1,0.0,-0.1,,0:41,1.4,1.3,3.2,0:01,15.0,0.0,0.0,1:38,-9.1,0.0,6.0
Patrice Bergeron,35,BOS,C,54,23,25,48,27,16,6.9,13,7,3,3,18,6,1,182,12.6,984,18:13,36,49,714,433,62.2,bergepa01,20-21,790,473,62.5,11.2,641,360,64.0,11.8,10.8,88.7,99.5,57.5,42.5,13:06,35,14,13.9,298.0,61.1,19,0.43,0.46,0.89,0.35,3.37,35,37,72,29,86,27,44,12,36.0,22.0,13.9,4.5,2.3,6.9,,0:44,11.2,4.4,2.4,3:17,13.7,9.0,1.3,1:48,2.1,4.3,7.4
Lean Bergmann,22,SJS,F,1,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,1,0.0,10,10:19,1,3,0,0,,bergmle01,20-21,8,15,34.8,-7.0,6,12,33.3,-3.7,0.0,88.9,88.9,60.0,40.0,10:19,1,0,-0.8,1.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0.2,1.0,-0.8,0.0,0.0,-0.1,,0:27,-7.0,0.0,5.8,0:00,,,,0:00,,,
Jacob Bernard-Docker,20,OTT,D,5,0,0,0,2,0,0.2,0,0,0,0,0,0,0,6,0.0,68,13:40,5,3,0,0,,bernaja01,20-21,46,58,44.2,-2.3,31,49,38.8,-9.1,18.8,97.6,116.3,74.1,25.9,13:16,0,2,-2.3,16.0,37.5,0,0.0,0.0,0.0,0.0,1.2,0,0,0,0,3,0,1,0,1.5,3.8,-2.3,-0.1,0.3,0.2,,1:01,-2.3,2.7,0.9,0:00,,0.0,0.0,0:22,-25.0,0.0,0.0
Tyler Bertuzzi,25,DET,LW,9,5,2,7,0,4,1.0,2,3,0,1,1,1,0,20,25.0,177,19:37,3,13,1,1,50.0,bertuty01,20-21,115,94,55.0,9.5,85,76,52.8,8.5,7.6,91.7,99.2,60.3,39.7,14:03,6,8,0.9,34.0,58.8,3,0.56,0.22,0.78,0.36,2.22,8,3,11,5,9,4,9,4,5.7,4.9,0.9,0.8,0.2,1.0,,1:01,9.5,2.4,2.4,3:33,-3.7,7.4,0.0,1:58,-8.3,0.0,13.5
Alex Biega,32,DET,D,13,0,3,3,-1,4,0.4,0,0,0,0,3,0,0,4,0.0,139,10:40,11,22,0,0,,biegaal01,20-21,95,133,41.7,-1.5,68,99,40.7,-3.0,9.1,91.9,101.0,47.4,52.6,9:33,0,4,-2.8,18.0,22.2,1,0.0,0.23,0.23,0.06,0.31,0,4,4,1,5,0,8,2,2.8,5.6,-2.8,0.1,0.3,0.4,,0:42,-1.5,2.4,2.9,0:00,,,,1:08,10.8,0.0,8.4
Clark Bishop,24,OTT,C,13,0,3,3,2,4,0.2,0,0,0,0,3,0,0,16,0.0,123,9:28,8,23,36,35,50.7,bishocl01,20-21,109,112,49.3,2.7,83,82,50.3,4.2,10.4,92.1,102.5,22.4,77.6,9:07,3,6,0.9,25.0,64.0,1,0.0,0.23,0.23,0.06,1.23,0,4,4,1,7,0,5,0,5.5,4.5,0.9,0.0,0.2,0.2,,0:39,2.7,3.5,2.5,0:01,22.2,0.0,0.0,0:20,-4.6,0.0,0.0
Anthony Bitetto,30,NYR,D,14,1,3,4,-8,20,0.0,1,0,0,0,2,1,0,12,8.3,202,14:26,10,21,0,0,,bitetan01,20-21,135,204,39.8,-5.2,102,160,38.9,-7.2,8.5,88.0,96.5,50.5,49.5,13:28,2,3,-4.2,25.0,48.0,1,0.07,0.21,0.29,0.1,0.86,2,4,6,2,7,1,15,1,6.4,10.5,-4.2,0.3,-0.2,0.0,,0:42,-5.2,1.9,4.5,0:20,-12.3,11.4,0.0,0:35,0.6,0.0,7.2
Anders Bjork,24,TOT,LW,45,5,6,11,-13,14,0.2,5,0,0,0,5,0,1,41,12.2,625,13:53,13,48,0,1,0.0,bjorkan01,20-21,437,478,47.8,-3.7,338,358,48.6,-2.8,7.2,88.2,95.3,44.3,55.7,12:10,25,13,0.0,,,4,0.11,0.13,0.24,0.1,0.91,8,8,16,7,19,0,33,2,19.6,19.6,0.0,-0.1,0.3,0.2,,0:52,-4.0,1.7,3.0,0:03,15.8,0.0,0.0,1:37,-4.8,0.0,2.5
Oliver Bjorkstrand,25,CBJ,RW,56,18,26,44,-15,23,4.2,16,2,0,0,22,4,0,143,12.6,986,17:37,30,42,3,4,42.9,bjorkol01,20-21,717,805,47.1,0.9,563,617,47.7,1.2,10.3,87.6,97.9,53.1,46.9,15:57,39,26,-5.3,237.0,60.3,16,0.32,0.46,0.79,0.29,2.55,27,39,66,25,54,10,61,0,31.1,36.4,-5.3,3.5,0.7,4.2,1.0,0:33,0.9,3.0,4.0,1:36,-0.5,6.6,1.3,0:00,-16.6,0.0,0.0
Tobias Björnfot,19,LAK,D,33,1,5,6,-3,14,1.3,1,0,0,0,5,0,0,30,3.3,556,16:51,34,28,0,0,,bjornto01,20-21,418,485,46.3,-1.7,306,369,45.3,-2.8,6.1,93.7,99.7,51.1,48.9,15:28,5,13,-5.1,55.0,54.5,2,0.03,0.15,0.18,0.06,0.91,2,7,9,3,14,0,19,3,16.7,21.8,-5.1,0.1,1.3,1.3,,0:50,-1.7,1.6,1.9,0:05,13.5,0.0,0.0,1:15,-6.6,0.0,4.3
Nick Bjugstad,28,MIN,C,44,6,11,17,7,17,1.7,6,0,0,3,10,1,0,78,7.7,520,11:49,22,48,125,145,46.3,bjugsni01,20-21,382,464,45.2,-2.0,309,333,48.1,-0.2,9.7,93.3,103.0,38.4,61.6,10:47,12,10,2.7,117.0,66.7,6,0.14,0.25,0.39,0.14,1.77,9,16,25,9,23,1,15,0,20.1,17.4,2.7,1.0,0.7,1.7,1.0,0:46,-2.0,2.8,1.9,0:58,2.9,1.4,0.0,0:02,-11.3,0.0,0.0
Colin Blackwell,27,NYR,C,47,12,10,22,2,15,2.4,9,3,0,2,8,2,0,64,18.8,658,14:00,19,45,30,32,48.4,blackco01,20-21,436,553,44.1,-3.2,338,414,44.9,-2.7,11.5,91.4,102.9,50.0,50.0,12:11,15,17,-7.0,115.0,55.7,9,0.26,0.21,0.47,0.19,1.36,18,15,33,14,38,10,30,4,21.2,28.2,-7.0,1.6,0.8,2.4,,0:38,-3.2,2.9,2.7,1:05,-2.2,11.5,0.0,0:42,5.1,0.0,7.2
Sammy Blais,24,STL,LW,36,8,7,15,0,12,1.6,8,0,0,2,7,0,0,31,25.8,434,12:04,10,103,3,1,75.0,blaissa01,20-21,317,369,46.2,-3.4,236,284,45.4,-4.4,11.8,90.0,101.9,50.6,49.4,11:59,9,11,-0.7,53.0,58.5,6,0.22,0.19,0.42,0.17,0.86,12,10,22,9,20,0,20,0,14.2,15.0,-0.7,1.1,0.4,1.6,,0:27,-3.4,2.8,2.8,0:02,9.8,0.0,0.0,0:01,-11.3,0.0,0.0
Joachim Blichfeld,22,SJS,W,5,1,0,1,-2,12,0.1,1,0,0,0,0,0,0,3,33.3,43,8:41,2,2,0,0,,blichjo01,20-21,33,22,60.0,14.8,19,16,54.3,5.7,7.7,76.9,84.6,40.9,59.1,7:34,0,1,-0.5,7.0,42.9,1,0.2,0.0,0.2,0.11,0.6,2,0,2,1,1,0,3,0,0.6,1.1,-0.5,0.1,0.0,0.1,,0:39,14.8,1.6,4.8,1:07,9.0,0.0,0.0,0:00,,,
Anton Blidh,25,BOS,LW,10,1,0,1,-5,6,-0.2,1,0,0,0,0,0,0,10,10.0,108,10:46,4,25,0,2,0.0,blidhan01,20-21,83,82,50.3,-3.0,66,56,54.1,-0.3,2.1,84.6,86.7,30.8,69.2,9:32,1,2,0.1,18.0,55.6,1,0.1,0.0,0.1,0.05,1.0,2,0,2,1,1,0,7,1,3.1,3.0,0.1,-0.1,-0.1,-0.2,,0:43,-3.0,0.6,3.8,0:00,10.8,0.0,0.0,1:14,-0.8,0.0,4.9
Teddy Blueger,26,PIT,C,43,7,15,22,10,16,2.1,4,0,3,1,15,0,0,49,14.3,639,14:51,25,53,201,212,48.7,bluegte01,20-21,387,419,48.0,-3.0,301,310,49.3,-1.6,10.5,91.5,102.0,31.6,68.4,12:42,11,12,-1.6,77.0,63.6,8,0.16,0.35,0.51,0.18,1.14,11,22,33,12,28,0,33,13,17.4,19.0,-1.6,1.2,0.9,2.1,,0:22,-3.0,2.6,2.2,0:03,17.5,0.0,0.0,2:09,8.4,2.7,8.8
Brock Boeser,23,VAN,RW,56,23,26,49,-3,16,5.9,14,8,1,1,20,6,0,141,16.3,1082,19:19,20,32,8,14,36.4,boesebr01,20-21,779,808,49.1,3.7,594,617,49.1,3.4,12.4,87.6,100.0,60.2,39.8,15:32,16,31,-2.8,247.0,57.1,20,0.41,0.46,0.88,0.36,2.52,36,40,76,31,77,23,58,1,35.9,38.7,-2.8,4.8,1.2,5.9,3.0,0:42,3.7,3.7,3.8,3:38,16.5,6.6,0.6,0:01,30.9,38.3,38.3
Zach Bogosian,30,TOR,D,45,0,4,4,7,49,1.2,0,0,0,0,4,0,0,36,0.0,654,14:32,31,67,0,0,,bogosza01,20-21,517,475,52.1,1.1,398,376,51.4,-0.5,8.8,92.6,101.4,50.5,49.5,13:02,7,19,6.1,85.0,42.4,1,0.0,0.09,0.09,0.02,0.8,0,6,6,2,27,0,28,8,28.1,22.0,6.1,-0.4,1.6,1.2,,0:33,1.1,2.7,2.0,0:03,-21.0,0.0,0.0,1:25,13.6,0.9,7.4
Nick Bonino,32,MIN,C,55,10,16,26,0,26,2.2,7,3,0,2,14,2,0,66,15.2,817,14:51,50,11,365,326,52.8,boninni01,20-21,433,622,41.0,-6.7,342,442,43.6,-4.8,13.7,89.6,103.3,34.7,65.3,11:03,22,8,0.6,103.0,64.1,10,0.18,0.29,0.47,0.18,1.2,15,24,39,15,50,14,44,8,24.6,23.9,0.6,1.5,0.7,2.2,,0:48,-6.7,3.6,3.3,1:54,1.9,7.9,1.7,1:52,-5.3,0.0,4.7
Adam Boqvist,20,CHI,D,35,2,14,16,-7,14,1.9,1,1,0,0,7,7,0,39,5.1,595,16:59,29,29,0,0,,boqviad01,20-21,393,410,48.9,1.4,291,311,48.3,1.4,8.0,90.4,98.4,62.3,37.7,13:27,7,21,-1.1,83.0,47.0,5,0.06,0.4,0.46,0.14,1.11,3,21,24,7,31,13,26,1,20.7,21.8,-1.1,1.1,0.7,1.9,,0:55,1.4,2.3,2.8,3:22,-2.0,6.5,1.5,0:03,-11.9,0.0,13.5
Jesper Boqvist,22,NJD,C,28,4,3,7,-5,2,0.4,4,0,0,1,3,0,0,34,11.8,312,11:09,10,15,28,45,38.4,boqvije01,20-21,232,284,45.0,-4.7,172,218,44.1,-5.2,8.3,91.4,99.8,35.8,64.2,10:39,8,10,-2.9,63.0,54.0,3,0.14,0.11,0.25,0.11,1.21,6,4,10,4,10,0,14,0,11.0,13.8,-2.9,0.3,0.1,0.4,2.0,0:26,-4.7,2.0,2.6,0:29,-2.4,0.0,4.3,0:00,,0.0,0.0
William Borgen,24,BUF,D,10,0,0,0,-4,4,-0.1,0,0,0,0,0,0,0,7,0.0,163,16:16,14,30,0,0,,borgewi01,20-21,97,138,41.3,-6.5,82,112,42.3,-6.0,6.3,90.6,96.8,42.4,57.6,14:48,0,1,0.0,12.0,58.3,0,0.0,0.0,0.0,0.0,0.7,0,0,0,0,5,1,9,1,5.9,5.9,0.0,-0.2,0.1,-0.1,,0:35,-6.5,1.6,3.2,0:01,14.5,300.0,0.0,1:26,-0.1,0.0,4.2
Andreas Borgman,25,TBL,D,7,0,2,2,-2,4,0.1,0,0,0,0,2,0,0,7,0.0,84,11:58,3,10,0,0,,borgman01,20-21,76,73,51.0,-2.1,56,58,49.1,-3.9,10.3,86.4,96.6,68.6,31.4,11:47,2,3,-0.2,23.0,30.4,1,0.0,0.29,0.29,0.08,1.0,0,3,3,1,4,0,6,0,3.7,3.9,-0.2,0.1,0.0,0.1,,0:56,-2.1,2.9,4.4,0:01,,0.0,0.0,0:07,,0.0,0.0
Mark Borowiecki,31,NSH,D,22,0,1,1,-2,38,0.2,0,0,0,0,1,0,0,18,0.0,301,13:41,37,54,0,0,,borowma01,20-21,197,218,47.5,-7.5,150,143,51.2,-3.3,7.5,90.7,98.2,27.1,72.9,11:38,1,5,-1.5,47.0,38.3,0,0.0,0.05,0.05,0.01,0.82,0,1,1,0,8,0,19,9,6.8,8.3,-1.5,-0.3,0.5,0.2,,0:41,-7.5,1.9,2.3,0:00,11.2,0.0,0.0,2:00,2.2,0.0,12.4
Robert Bortuzzo,31,STL,D,40,1,4,5,-3,47,0.8,1,0,0,1,4,0,0,31,3.2,567,14:10,49,85,0,0,,borturo01,20-21,394,391,50.2,3.5,293,285,50.7,4.0,6.5,90.7,97.2,54.7,45.3,12:26,7,17,0.3,70.0,44.3,2,0.03,0.1,0.13,0.04,0.78,2,6,8,3,13,0,28,10,15.1,14.9,0.3,-0.1,0.9,0.8,,0:40,3.5,1.6,2.2,0:01,8.9,0.0,0.0,1:41,-6.2,0.0,8.9
Evan Bouchard,21,EDM,D,14,2,3,5,-2,2,0.8,1,1,0,0,3,0,0,38,5.3,208,14:50,11,11,0,0,,bouchev01,20-21,198,177,52.8,6.1,139,141,49.6,1.3,5.8,92.3,98.1,68.2,31.8,13:50,4,10,-0.1,69.0,55.1,2,0.14,0.21,0.36,0.13,2.71,3,4,7,3,7,1,8,0,7.4,7.5,-0.1,0.5,0.3,0.8,,0:47,6.1,1.9,2.5,0:42,-6.3,5.8,0.0,0:16,-4.4,0.0,0.0
Madison Bowey,25,CHI,D,2,0,1,1,1,0,0.2,0,0,0,0,1,0,0,0,,22,11:09,1,4,0,0,,boweyma01,20-21,19,19,50.0,14.0,14,14,50.0,14.7,10.0,100.0,110.0,33.3,66.7,11:02,1,2,0.0,1.0,0.0,0,0.0,0.5,0.5,0.14,0.0,0,1,1,0,1,0,0,0,0.4,0.4,0.0,0.1,0.1,0.2,,0:46,14.0,2.7,0.0,0:00,,,,0:06,,0.0,0.0
Travis Boyd,27,TOT,C,39,5,5,10,-5,2,0.6,4,1,0,0,5,0,0,23,21.7,418,10:44,15,18,75,85,46.9,boydtr01,20-21,267,353,43.1,-4.6,207,272,43.2,-5.2,9.6,90.2,99.8,55.8,44.2,9:36,8,6,-7.6,,,4,0.13,0.13,0.26,0.1,0.59,8,7,15,6,16,3,20,0,10.4,18.1,-7.6,0.4,0.2,0.6,,0:42,-6.9,3.4,3.1,0:58,-3.2,10.7,3.6,0:02,,0.0,0.0
Tyler Bozak,34,STL,C,31,5,12,17,-3,10,1.3,2,1,2,0,8,3,1,35,14.3,462,14:55,20,17,217,165,56.8,bozakty01,20-21,251,335,42.8,-5.6,180,242,42.7,-6.0,10.2,88.1,98.3,39.8,60.2,11:36,12,10,-3.8,56.0,62.5,6,0.16,0.39,0.55,0.19,1.13,8,18,26,9,22,5,33,13,8.9,12.8,-3.8,1.0,0.4,1.3,,0:45,-5.6,2.2,3.3,1:18,-4.3,7.4,0.0,1:57,2.6,3.9,12.6
Erik Brännström,21,OTT,D,30,2,11,13,3,25,2.2,1,1,0,0,9,2,0,42,4.8,491,16:21,18,26,0,0,,branner01,20-21,376,366,50.7,3.9,274,278,49.6,2.7,12.6,89.4,102.0,50.0,50.0,13:57,8,31,-5.5,93.0,45.2,4,0.07,0.37,0.43,0.14,1.4,3,16,19,6,29,4,24,2,14.3,19.8,-5.5,1.0,1.2,2.2,,0:41,3.9,3.4,3.2,1:48,10.1,4.4,0.0,0:35,-2.8,3.4,6.7
Derick Brassard,33,ARI,C,53,8,12,20,-10,12,1.4,4,4,0,1,10,2,0,67,11.9,784,14:48,5,80,229,206,52.6,brassde01,20-21,542,541,50.0,2.3,389,413,48.5,0.7,8.2,90.6,98.8,50.1,49.9,12:20,17,19,-3.3,130.0,51.5,8,0.15,0.23,0.38,0.14,1.26,12,18,30,11,38,16,31,0,19.4,22.7,-3.3,0.7,0.7,1.4,,0:45,2.3,2.0,2.6,2:23,3.6,7.6,1.4,0:03,18.5,0.0,0.0
Jesper Bratt,22,NJD,W,46,7,23,30,4,8,2.7,5,2,0,1,16,6,1,101,6.9,740,16:05,18,31,3,6,33.3,brattje01,20-21,585,483,54.8,5.7,458,363,55.8,8.2,8.7,89.9,98.6,59.1,40.9,13:16,17,22,1.5,181.0,55.8,10,0.15,0.5,0.65,0.22,2.2,11,34,45,15,40,11,33,6,25.5,24.1,1.5,1.7,0.9,2.7,2.0,0:49,5.7,2.8,2.6,2:23,3.2,6.0,0.5,0:24,3.5,3.2,18.9
Justin Braun,33,PHI,D,53,1,5,6,0,18,1.4,1,0,0,0,5,0,0,59,1.7,982,18:32,73,78,0,0,,braunju01,20-21,726,695,51.1,-1.7,551,529,51.0,-1.2,9.4,90.5,99.9,40.2,59.8,16:02,7,31,-1.4,119.0,49.6,2,0.02,0.09,0.11,0.04,1.11,2,7,9,3,37,0,58,20,31.2,32.6,-1.4,-0.5,1.9,1.4,,0:31,-1.7,2.5,2.7,0:01,14.9,0.0,0.0,2:27,-1.9,0.5,9.2
Guillaume Brisebois,23,VAN,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,12,11:31,3,0,0,0,,brisegu01,20-21,5,21,19.2,-25.7,3,18,14.3,-30.2,0.0,100.0,100.0,50.0,50.0,10:38,0,1,-1.7,0.0,,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1.7,-1.7,0.0,0.0,0.0,,0:36,-25.7,0.0,0.0,0:00,,,,0:53,-14.3,0.0,0.0
T.J. Brodie,30,TOR,D,56,1,13,14,23,12,3.8,1,0,0,0,10,3,0,48,2.1,1207,21:33,84,34,0,0,,broditj01,20-21,900,902,49.9,-1.7,696,657,51.4,-0.6,11.6,93.2,104.8,52.9,47.1,19:07,22,51,12.2,110.0,43.6,4,0.02,0.23,0.25,0.07,0.86,2,19,21,6,64,6,44,11,49.0,36.8,12.2,0.0,3.7,3.8,,0:41,-1.7,3.2,1.7,0:41,5.2,9.1,3.0,1:44,6.2,0.6,6.8
Jonas Brodin,27,MIN,D,53,9,14,23,2,18,4.2,8,1,0,2,13,1,0,79,11.4,1189,22:26,99,35,0,0,,brodijo01,20-21,798,919,46.5,0.4,613,662,48.1,1.2,11.3,89.6,100.9,44.4,55.6,19:21,14,19,-2.2,166.0,48.2,9,0.17,0.26,0.43,0.17,1.49,14,21,35,13,57,5,65,15,34.7,36.9,-2.2,1.9,2.2,4.2,,0:39,0.4,2.9,2.9,0:50,4.5,6.1,0.0,2:08,-2.9,1.0,7.8
Jonny Brodzinski,27,NYR,C,5,1,0,1,0,4,0.1,1,0,0,0,0,0,0,7,14.3,57,11:20,2,4,0,1,0.0,brodzjo01,20-21,33,67,33.0,-13.3,28,54,34.1,-11.7,5.6,96.9,102.4,41.7,58.3,11:01,0,1,-1.8,8.0,87.5,1,0.2,0.0,0.2,0.11,1.4,2,0,2,1,1,0,1,0,1.4,3.2,-1.8,0.0,0.1,0.1,,0:30,-13.3,1.1,1.1,0:18,-87.0,0.0,0.0,0:00,-8.7,,
